"id","age","gender","education","country","ethnicity","personality_neuroticism","personality_extraversion","personality_openness","personality_agreeableness","personality_conscientiousness","personality_impulsiveness","personality_sensation","consumption_alcohol","consumption_amphetamines","consumption_caffeine","consumption_cannabis","consumption_chocolate","consumption_mushrooms","consumption_nicotine","consumption_cocaine_last_month"
"train_0497","18-24","female","Professional certificate/ diploma","New Zealand","Mixed-Black/Asian",42.8,50.1,55.3,45.6,26.3,63,71.1,"used in last year","used in last year","used in last month","used in last day","used in last week","used in last year","used in last day","No"
"train_0498","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",83,8.3,21,49.8,30,56.5,30.8,"used in last month","used in last month","used in last week","used in last month","used in last week","used in last decade","used in last day","Yes"
"train_0499","55-64","male","Left school at 16 years","USA","Mixed-Black/Asian",39.7,37.7,21,66.1,58.4,21.5,13.2,"used in last month","never used","used in last year","used over a decade ago","used in last week","never used","used over a decade ago","No"
"train_0500","55-64","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",57.6,39.4,30,28.6,47.9,56.5,38.8,"used in last day","never used","used in last day","never used","used in last month","never used","used in last day","No"
"train_0501","45-54","male","Masters degree","USA","Mixed-Black/Asian",57.6,43.3,76.3,68.6,60.9,42.8,38.8,"used in last month","never used","used in last day","used over a decade ago","used in last week","never used","used over a decade ago","No"
"train_0502","35-44","female","Doctorate degree","USA","Mixed-Black/Asian",60.8,47.6,50.1,58.5,26.3,56.5,46.6,"used in last day","never used","used in last day","used in last decade","used in last week","never used","never used","No"
"train_0503","25-34","female","Masters degree","Australia","Mixed-Black/Asian",69.7,50.1,47.9,47.8,47.9,70.5,71.1,"used in last day","used in last day","used in last day","used in last year","used in last year","used in last year","used in last year","No"
"train_0504","55-64","male","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",44.5,35.5,30,56.3,49.9,33.8,38.8,"used in last year","never used","never used","never used","used in last week","never used","used over a decade ago","No"
"train_0505","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",57.6,74.2,70.2,56.3,46,56.5,82.6,"used in last week","never used","used in last day","used in last week","used in last day","used in last month","used in last day","Yes"
"train_0506","18-24","male","Left school at 18 years","USA","Mixed-Black/Asian",69.7,64.7,60.2,45.6,46,56.5,62,"used in last week","used in last day","used in last month","used in last year","used in last year","never used","used in last year","No"
"train_0507","25-34","male","University degree","Australia","Mixed-White/Black",49.2,64.7,73.1,61,46,42.8,54,"used in last week","used in last day","used in last day","used in last day","used in last day","used in last year","used in last day","No"
"train_0508","55-64","female","University degree","USA","Mixed-Black/Asian",64.9,50.1,62.5,22.2,58.4,42.8,22.4,"used in last week","never used","used in last day","used over a decade ago","used in last month","never used","never used","No"
"train_0509","35-44","female","Left school at 17 years","USA","Mixed-Black/Asian",62.3,62.3,67.3,32.5,35.4,50.4,82.6,"used in last day","used over a decade ago","used in last day","used in last week","used in last week","used over a decade ago","used in last day","No"
"train_0510","45-54","male","University degree","UK","Mixed-White/Black",26.3,45.4,70.2,73.3,49.9,33.8,54,"used in last month","never used","used in last day","used in last day","used in last day","used over a decade ago","used in last day","No"
"train_0511","35-44","male","University degree","USA","Mixed-Black/Asian",73.5,50.1,32.4,36.8,66.4,33.8,38.8,"used in last week","never used","used in last day","never used","used in last month","never used","never used","No"
"train_0512","25-34","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",44.5,43.3,50.1,24.4,31.8,80.9,100,"used in last day","never used","used in last day","used in last decade","used in last decade","used in last decade","used in last year","No"
"train_0513","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",53.4,35.5,34.9,56.3,33.6,33.8,71.1,"used in last week","never used","used in last day","used in last week","used in last month","used in last year","used in last month","No"
"train_0514","18-24","male","University degree","Australia","Mixed-Black/Asian",41.3,54.9,60.2,61,51.8,70.5,100,"used in last week","used in last year","used in last day","used in last day","used in last day","used in last decade","used in last year","No"
"train_0515","45-54","female","University degree","USA","Mixed-Black/Asian",37.7,74.2,55.3,45.6,60.9,50.4,62,"used in last day","never used","used in last day","never used","used in last week","never used","never used","No"
"train_0516","18-24","female","University degree","Australia","Mixed-Black/Asian",42.8,31.2,70.2,32.5,63.6,56.5,100,"used in last day","never used","used in last day","used in last day","used in last day","used in last decade","used in last year","No"
"train_0517","18-24","female","Left school before 16 years","Canada","Mixed-Black/Asian",33.7,35.5,70.2,68.6,42.4,63,82.6,"used in last year","never used","used in last day","used in last month","used in last day","used in last week","used in last decade","No"
"train_0518","35-44","male","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",56.1,62.3,47.9,68.6,60.9,21.5,22.4,"used in last week","never used","never used","never used","used in last month","never used","never used","No"
"train_0519","18-24","female","University degree","Australia","Mixed-Black/Asian",52,62.3,67.3,43.5,68.9,50.4,38.8,"used in last month","never used","used in last day","used in last day","used in last week","never used","never used","No"
"train_0520","18-24","female","Masters degree","Australia","Mixed-Black/Asian",18.5,54.9,64.7,76.2,63.6,33.8,38.8,"used in last week","never used","used in last day","used in last week","used in last week","never used","used in last decade","No"
"train_0521","45-54","female","Doctorate degree","USA","Mixed-Black/Asian",49.2,41.2,67.3,39,46,80.9,71.1,"used in last day","used in last day","used in last day","used in last day","used in last day","used in last year","used in last month","No"
"train_0522","25-34","male","University degree","Australia","Mixed-Black/Asian",68.2,29,32.4,24.4,30,56.5,38.8,"used in last month","used in last day","used in last day","used in last day","used in last day","used in last decade","used in last day","Yes"
"train_0523","45-54","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",63.7,43.3,64.7,49.8,53.7,42.8,46.6,"used in last day","never used","used in last day","used over a decade ago","used in last day","never used","used over a decade ago","No"
"train_0524","25-34","male","Masters degree","USA","Mixed-Black/Asian",78.7,35.5,47.9,24.4,20.5,70.5,100,"used in last week","used in last decade","used in last day","used in last decade","used in last week","never used","used in last week","No"
"train_0525","25-34","male","University degree","Other","Mixed-Black/Asian",75.2,25.1,64.7,34.5,28.1,56.5,82.6,"used in last month","used in last decade","used in last day","used in last day","used in last month","never used","used in last day","No"
"train_0526","25-34","male","University degree","USA","Mixed-Black/Asian",42.8,43.3,62.5,70.9,68.9,33.8,22.4,"used in last year","never used","used in last week","never used","used in last day","never used","never used","No"
"train_0527","35-44","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",75.2,39.4,57.8,61,51.8,33.8,30.8,"used in last month","used in last decade","used in last day","used in last day","used in last day","used over a decade ago","used over a decade ago","No"
"train_0528","45-54","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",56.1,59.7,27.8,54.2,63.6,50.4,54,"used in last week","never used","used in last day","never used","used in last week","never used","used in last decade","No"
"train_0529","45-54","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",31.7,45.4,50.1,56.3,49.9,42.8,38.8,"used in last week","never used","used in last week","never used","used in last day","never used","never used","No"
"train_0530","25-34","male","University degree","USA","Mixed-Black/Asian",52,52.6,57.8,79.4,76.1,56.5,22.4,"used in last week","never used","used in last day","used in last decade","used in last week","never used","used in last decade","No"
"train_0531","45-54","female","University degree","Australia","Mixed-Black/Asian",33.7,59.7,92.7,61,68.9,21.5,54,"used over a decade ago","used in last day","used in last day","used in last month","used in last day","used in last decade","used in last day","No"
"train_0532","18-24","female","Left school at 17 years","Other","Mixed-Black/Asian",56.1,59.7,47.9,45.6,31.8,63,82.6,"used in last week","used in last decade","used in last day","used in last year","used in last month","used in last year","used in last day","No"
"train_0533","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",69.7,31.2,70.2,45.6,16.7,63,46.6,"used in last month","used in last decade","used in last day","used in last year","used in last month","used in last decade","used in last decade","No"
